pic_ID,symbol_word,utterance_lemmas
Impressionism/gustave-caillebotte/factories-at-argenteuil.jpg,america,"['The', 'industrial', 'city', 'sitting', 'on', 'the', 'river', 'brings', 'to', 'life', 'a', 'typical', 'American', 'town']"
Impressionism/eugene-boudin/elegant-women-on-the-beach-1863.jpg,freedom,"['The', 'dog', 'are', 'enjoying', 'the', 'freedom', 'they', 'have', 'to', 'roam', 'around']"
Impressionism/edgar-degas/the-racecourse-1885.jpg,freedom,"['The', 'open', 'field', 'make', 'me', 'comfortable', '.', 'The', 'horse', 'make', 'me', 'think', 'of', 'freedom', 'to', 'come', 'and', 'go', 'a', 'I', 'please', '.']"
Impressionism/marianne-north/red-sea-1880.jpg,freedom,"['The', 'pink', 'cloud', 'on', 'the', 'horizon', 'bubble', 'up', 'warm', ',', 'hopeful', 'feeling', 'along', 'with', 'the', 'rising', 'son', '.', 'The', 'ocean', 'below', 'give', 'a', 'sense', 'of', 'unbridled', 'freedom', ';', 'the', 'day', 'is', 'beginning', ',', 'and', 'all', 'thing', 'are', 'possible', '.']"
Impressionism/gustave-caillebotte/portrait-of-henri-cordier-teacher-at-the-school-of-oriental-languages-1883.jpg,america,"['The', 'man', 'is', 'penning', 'the', 'next', 'great', 'American', 'novel', 'at', 'his', 'desk']"
Impressionism/john-singer-sargent/camping-at-lake-o-hara-1916.jpg,america,"['This', 'make', 'me', 'think', 'of', 'the', 'rugged', ',', 'frontier', 'spirit', 'that', 'is', 'romanticized', 'in', 'American', 'literature', '.']"
Naive_Art_Primitivism/william-h.-johnson/harriet-tubman-1945(1).jpg,freedom,"['This', 'painting', 'show', 'how', 'slave', 'had', 'to', 'follow', 'the', 'North', 'Star', 'to', 'freedom']"
Romanticism/william-turner/chichester-canal.jpg,america,"['This', 'show', 'a', 'ship', 'out', 'on', 'the', 'water', 'by', 'some', 'dried', 'up', 'land', '.', 'It', 'reminds', 'me', 'of', 'November', ',', 'or', 'maybe', 'the', 'first', 'settler', 'arriving', 'at', 'North', 'America', '.']"
Impressionism/henri-de-toulouse-lautrec/the-mold-gazelle-1881.jpg,freedom,"['This', 'horse', 'ha', 'very', 'sad', 'looking', 'eye', ',', 'it', 'make', 'me', 'think', 'that', 'they', ""'ve"", 'lost', 'something', 'they', 'love', ',', 'whether', 'their', 'young', 'or', 'their', 'freedom', '.']"
Expressionism/pierre-alechinsky/stars-and-disasters-astres-et-d-sastres-1969-1(4).jpg,america,"['This', 'painting', 'seems', 'to', 'depict', 'an', 'important', 'cultural', 'symbol', 'for', 'Native', 'American', 'people']"
Romanticism/viktor-vasnetsov/vesna-krasna-1885.jpg,america,"['This', 'make', 'me', 'think', 'of', 'the', 'horrible', 'stuff', 'done', 'to', 'Native', 'Americans', '.']"
Realism/vasily-polenov/paracin-september-28-1876-1876.jpg,freedom,"['The', 'horse', 'look', 'happy', 'to', 'be', 'given', 'so', 'much', 'freedom', 'to', 'graze', 'and', 'roam']"
Northern_Renaissance/hieronymus-bosch/haywain-3.jpg,liberty,"['the', 'nude', 'land', 'where', 'everyone', 'except', 'the', 'army', 'men', 'can', 'only', 'wear', 'minimal', 'clothes', 'a', 'a', 'sign', 'of', 'liberty', '.']"
Realism/winslow-homer/nach-dem-tornado.jpg,america,"['He', 'look', 'so', 'beaten', 'and', 'broken', '.', 'It', 'break', 'my', 'heart', '.', 'To', 'me', ',', 'this', 'brings', 'to', 'mind', 'image', 'of', 'refugee', 'trying', 'so', 'hard', 'to', 'get', 'to', 'America', ',', 'only', 'to', 'drown', 'and', 'be', 'washed', 'up', 'on', 'the', 'shore', 'to', 'be', 'photographed', ',', 'buried', 'without', 'ceremony', 'and', 'forgotten', '.', 'It', 'make', 'me', 'so', 'sad', 'to', 'look', 'at', 'it', '.', 'The', 'reddish', 'brown', 'running', 'into', 'the', 'water', 'also', 'look', 'like', 'blood', 'to', 'me', '.', 'I', ""'m"", 'not', 'sure', 'if', 'it', ""'s"", 'supposed', 'to', 'be', 'or', 'if', 'it', ""'s"", 'supposed', 'to', 'just', 'be', 'part', 'of', 'the', 'wreckage', ',', 'but', 'it', 'look', 'like', 'blood', 'to', 'me', '.', 'This', 'whole', 'scene', 'is', 'heartcrushing', '.']"
Abstract_Expressionism/taro-yamamoto/untitled-1974.jpg,freedom,"['I', 'imagine', 'this', 'wa', 'fun', 'to', 'paint', 'given', 'the', 'spatter', 'pattern', 'on', 'display', 'that', 'make', 'it', 'seem', 'like', 'it', 'wa', 'painted', 'with', 'great', 'freedom', '.']"
Rococo/william-hogarth/the-triumph-of-representatives-1755.jpg,america,"['Looks', 'like', 'colonial', 'America', ',', 'a', 'bunch', 'of', 'mischief', '.', 'Even', 'the', 'people', 'in', 'the', 'back', 'have', 'amazing', 'detail', 'on', 'them', ',', 'you', 'can', 'see', 'fold', 'and', 'muscle', '.']"
Romanticism/george-stubbs/josiah-wedgwood-1795.jpg,america,"['This', 'drawing', 'is', 'a', 'reminder', 'of', 'the', 'pilgrim', 'who', 'arrived', 'in', 'america', 'first', '.']"
Rococo/william-hogarth/the-march-of-the-guards-to-finchley-1750.jpg,america,"['Losers', 'in', 'the', 'American', 'Revolutionary', 'War', 'decide', 'to', 'celebrate', 'on', 'July', '5th', '.']"
Romanticism/henry-raeburn/captain-hay-of-spot.jpg,america,"['The', 'red', 'remind', 'me', 'of', 'the', 'red', 'coat', 'in', 'the', 'American', 'Revolution', '.']"
Cubism/salvador-dali/neo-cubist-academy-composition-with-three-figures.jpg,liberty,"['A', 'half', 'naked', 'Sailor', 'got', 'a', 'diploma', 'for', 'something', 'while', 'the', 'Statue', 'of', 'Liberty', 'is', 'looking', 'at', 'her', 'leg', 'and', 'the', 'other', 'half', 'naked', 'woman', 'is', 'trying', 'to', 'tan', 'her', 'bottom', 'half', '.']"
Art_Nouveau_Modern/jules-cheret/l-etendard-fran-ais-quai-d-orsay-bicycle-shop-1891.jpg,america,"['It', ""'s"", 'really', 'interesting', 'how', 'all', 'of', 'the', 'color', 'in', 'this', 'piece', 'match', 'the', 'American', 'flag', '.']"
Impressionism/childe-hassam/east-gloucester-end-of-trolly-line.jpg,america,"['It', 'may', 'not', 'be', 'American', 'or', 'America', ',', 'but', 'I', 'have', 'seen', 'so', 'many', 'American', 'town', 'that', 'look', 'like', 'that', ',', 'so', 'it', ""'s"", 'all', 'I', 'can', 'think', 'of', '.']"
Naive_Art_Primitivism/raoul-dufy/the-nautical-club-with-cowes-1936.jpg,freedom,"['Its', 'a', 'if', 'looking', 'back', 'in', 'time', 'when', 'there', 'wa', 'only', 'men', 'ruling', 'and', 'woman', 'did', ""n't"", 'have', 'any', 'freedom']"
