pic_ID,symbol_word,utterance_lemmas
Impressionism/willard-metcalf/pond-giverny.jpg,soft,"['The', 'soft', 'brush', 'stroke', 'are', 'quite', 'lovely', 'and', 'make', 'the', 'scene', 'seem', 'quite', 'peaceful', '.']"
Northern_Renaissance/robert-campin/werl-altarpiece-st-barbara-1438.jpg,comfort,"['The', 'fire', 'warming', 'the', 'room', 'feel', 'inviting', 'and', 'comfortable', 'for', 'the', 'woman', 'to', 'perform', 'her', 'activity', '.']"
Post_Impressionism/theo-van-rysselberghe/noon-landscape.jpg,soft,"['The', 'white', 'leaf', 'in', 'the', 'background', 'look', 'like', 'soft', 'cotton', '.']"
Impressionism/hoca-ali-riza/peyzaj(2).jpg,soft,"['The', 'grass', 'look', 'so', 'soft', ',', 'and', 'the', 'child', 'are', 'playing', 'in', 'the', 'shade']"
Realism/john-singer-sargent/nicola-d-inverno.jpg,comfort,"['How', 'calming', 'to', 'feel', 'this', 'free', 'and', 'comfortable', 'with', 'not', 'a', 'worry', 'in', 'the', 'world', '.']"
Realism/jean-francois-millet/the-church-of-greville.jpg,soft,"['the', 'soft', 'color', 'with', 'the', 'dingy', 'look', 'show', 'me', 'an', 'old', 'school', 'beauty', 'captured', 'for', 'time', 'to', 'remember']"
Romanticism/sir-lawrence-alma-tadema/strigils-and-sponges-1879.jpg,comfort,"['Comfort', '-', 'the', 'artist', 'show', 'on', 'these', 'lady', ""'"", 'face', 'a', 'comfortable', 'scene', 'taking', 'a', 'bath', 'in', 'a', 'fountain', '.']"
Impressionism/julian-alden-weir/fireside-dreams-1887.jpg,soft,"['The', 'puppy', 'are', 'so', 'cute', 'and', 'seem', 'to', 'be', 'enjoying', 'their', 'time', 'relaxing', 'on', 'the', 'soft', 'rug', '.']"
Impressionism/pierre-auguste-renoir/girl-with-a-basket-of-fish.jpg,soft,"['The', 'color', 'are', 'bright', 'and', 'warm', 'and', 'the', 'woman', 'look', 'soft', 'and', 'beautiful', '.']"
Impressionism/willard-metcalf/passing-summer.jpg,soft,"['the', 'colour', 'are', 'soft', 'and', 'whispy', 'like', 'a', 'dream', ',', 'reminds', 'me', 'of', 'being', 'in', 'nature', 'on', 'a', 'nice', 'day']"
Romanticism/pavel-svinyin/shad-fishermen-on-the-shore-of-the-hudson-river.jpg,comfort,"['the', 'tree', 'are', 'providing', 'a', 'source', 'of', 'comfort', 'and', 'shade']"
Realism/vladimir-makovsky/ukrainian-landscape-with-huts-1901.jpg,cozy,"['The', 'hut', 'look', 'very', 'warm', 'and', 'cozy', 'since', 'they', ""'re"", 'basking', 'in', 'the', 'light']"
Impressionism/mary-cassatt/mother-and-child-1890.jpg,comfort,"['the', 'baby', 'in', 'the', 'lady', 'arm', 'look', 'content', 'and', 'comfortable']"
Impressionism/pierre-auguste-renoir/sleeping-cat-1862.jpg,cozy,"['The', 'sleeping', 'cat', 'in', 'different', 'shade', 'of', 'brown', 'and', 'tan', 'feel', 'warm', 'and', 'cozy', 'to', 'me', ',', 'especially', 'because', 'there', 'a', 'no', 'sharp', 'delineation', '.']"
Impressionism/stefan-luchian/house-in-oltenia.jpg,comfort,"['The', 'painting', 'look', 'peaceful', 'while', 'the', 'color', 'feel', 'comforting', 'and', 'welcoming', '.']"
Impressionism/edgar-degas/woman-combing-her-hair.jpg,soft,"['Another', '``', 'Bather', '``', 'pastel', ""''"", ""''"", 'by', 'Degas', 'that', 'also', 'us', 'pastel', 'shade', 'and', 'soft', 'contour', 'to', 'create', 'a', 'sense', 'of', 'warmth', '.']"
Northern_Renaissance/albrecht-durer/the-evil-thief.jpg,soft,"['The', 'intense', 'black', 'and', 'white', 'of', 'this', 'image', 'really', 'intensify', 'the', 'severity', 'of', 'the', 'situation', '.', 'While', 'color', 'may', 'have', 'helped', 'to', 'soften', 'the', 'appearance', 'a', 'tiny', 'bit', ',', 'the', 'bleak', 'shade', 'of', 'gray', ',', 'along', 'with', 'the', 'rope', 'squeezing', 'the', 'torso', 'and', 'the', 'helpless', 'foot', 'dangling', 'towards', 'the', 'bottom', 'of', 'the', 'artwork', 'remind', 'u', 'of', 'how', 'desperate', 'this', 'situation', 'truly', 'is', '.']"
Impressionism/nicolae-vermont/seaming-wench-1929.jpg,soft,"['You', 'can', 'sense', 'the', 'softness', 'of', 'the', 'fabric', 'but', 'also', 'the', 'sadness', 'of', 'the', 'subject', '.', 'She', 'seems', 'confined', '.']"
Romanticism/orest-kiprensky/portrait-of-m-a-kikina-1816.jpg,soft,"['the', 'softness', 'of', 'the', 'eye', 'and', 'overall', 'texture', 'of', 'the', 'drawing', 'feel', 'relaxing', 'and', 'contented', '.']"
Realism/valentin-serov/winter-in-abramtsevo-1886.jpg,soft,"['The', 'snow', 'is', 'shaded', 'with', 'a', 'soft', 'light', 'blue', 'and', 'the', 'building', 'in', 'the', 'distance', 'seems', 'secluded', 'yet', 'quaint', '.']"
Northern_Renaissance/lucas-cranach-the-elder/the-crucifixion-1503-1.jpg,comfort,"['Mary', 'being', 'comforted', 'by', 'another', 'woman', 'by', 'the', 'cross', 'of', 'Jesus', 'Christ']"
Romanticism/thomas-moran/salvator-rosa-sketching-the-banditi-1860.jpg,cozy,"['The', 'depiction', 'of', 'the', 'stream', 'almost', 'sparkle', ',', 'especially', 'a', 'it', 'contrast', 'with', 'the', 'deep', 'green', 'and', 'brown', 'of', 'the', 'moss', 'covered', 'rock', '.', 'You', 'can', 'hear', 'the', 'water', 'rushing', 'by', '.', 'The', 'sun', 'hitting', 'the', 'higher', 'peak', 'and', 'a', 'fire', 'blazing', 'make', 'it', 'feel', 'cozy', 'and', 'warm', '.']"
Romanticism/william-shayer/unloading-the-catch.jpg,soft,"['The', 'soft', 'yellow', 'color', 'reflected', 'onto', 'the', 'darker', 'rock', 'make', 'it', 'look', 'like', 'the', 'sun', 'is', 'setting', 'despite', 'the', 'sun', 'not', 'being', 'directly', 'in', 'the', 'painting', '.', 'It', ""'s"", 'very', 'beautiful']"
Impressionism/john-singer-sargent/on-the-grand-canal.jpg,comfort,"['it', 'feel', 'like', 'a', 'very', 'comfortable', 'scene', 'that', 'would', 'make', 'me', 'feel', 'happy', 'and', 'at', 'peace']"
Impressionism/nicolae-darascu/summer-at-balcic.jpg,soft,"['The', 'soft', ',', 'desaturated', 'color', 'look', 'nice', 'and', 'calm', ',', 'like', 'a', 'cool', ',', 'overcast', 'day', '.']"
Impressionism/john-henry-twachtman/spring-landscape-1891.jpg,soft,"['The', 'soft', 'color', 'and', 'pastoral', 'scene', 'of', 'this', 'painting', 'make', 'me', 'feel', 'peaceful', 'and', 'happy', '.']"
Impressionism/konstantin-makovsky/nude-woman-in-black-stockins.jpg,soft,"['A', 'very', 'soft', 'and', 'sensual', 'image', 'of', 'a', 'woman', ',', 'beautiful', '.']"
Impressionism/john-singer-sargent/fa-ade-of-a-palazzo-girgente-sicily.jpg,soft,"['I', 'love', 'the', 'softness', 'of', 'this', 'painting', 'and', 'the', 'color', '.', 'It', 'all', 'flow', 'together', 'so', 'nice', 'and', 'look', 'beautiful', '.']"
Realism/pyotr-konchalovsky/lermontov-1943.jpg,soft,"['The', 'man', 'is', 'relaxing', 'on', 'a', 'soft', ',', 'plushy', 'velvet', 'couch']"
